---------------------------------------------------------------------------------------------------------------------------------------------------------------------
|     Src IP address      | Src port |     Dst IP address      | Dst port | Layer 4 | Layer 7 |   Packets  |   Bytes    |  Initial timestamp  |   Final timestamp   |
|        223.5.5.5        |      53  |       192.168.1.2       |   39285  |   UDP   |   DNS   |         1  |     98     | 2023-09-15 00:06:41 | 2023-09-15 00:06:41 |                                        
|       192.168.1.2       |   47360  |      112.26.46.65       |   56604  |   TCP   |  Other  |        10  |    1.6 K   | 2023-09-15 00:06:41 | 2023-09-15 00:07:12 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   39237  |   UDP   |   DNS   |         1  |    112     | 2023-09-15 00:06:41 | 2023-09-15 00:06:41 |                                        
|      112.26.46.65       |   56604  |       192.168.1.2       |   47360  |   TCP   |  Other  |        11  |    1.3 K   | 2023-09-15 00:06:42 | 2023-09-15 00:07:12 |                                        
|       192.168.1.2       |   51443  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|       192.168.1.2       |   56848  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|       192.168.1.2       |   33649  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|       192.168.1.2       |   54689  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|        223.5.5.5        |      53  |       192.168.1.2       |   51443  |   UDP   |   DNS   |         1  |     98     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|        223.5.5.5        |      53  |       192.168.1.2       |   33649  |   UDP   |   DNS   |         1  |     94     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|       192.168.1.2       |   51886  |      112.26.46.65       |   56604  |   TCP   |  Other  |        11  |    2.2 K   | 2023-09-15 00:06:42 | 2023-09-15 00:07:13 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   56848  |   UDP   |   DNS   |         1  |    112     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   54689  |   UDP   |   DNS   |         1  |     94     | 2023-09-15 00:06:42 | 2023-09-15 00:06:42 |                                        
|      112.26.46.65       |   56604  |       192.168.1.2       |   51886  |   TCP   |  Other  |        12  |    1.7 K   | 2023-09-15 00:06:42 | 2023-09-15 00:07:13 |                                        
|    240e:3b2:3880:de30:ce3c:3024:c956:ab9    |   34750  |              240e:97c:2f:2::5c              |     443  |   TCP   |  HTTPS  |         7  |    2.0 K   | 2023-09-15 00:06:43 | 2023-09-15 00:06:43 |
|              240e:97c:2f:2::5c              |     443  |    240e:3b2:3880:de30:ce3c:3024:c956:ab9    |   34750  |   TCP   |  HTTPS  |         8  |    533     | 2023-09-15 00:06:43 | 2023-09-15 00:06:43 |
|    240e:3b2:3880:de30:ce3c:3024:c956:ab9    |   58406  |            240e:97d:2008:402::42            |     443  |   TCP   |  HTTPS  |         1  |     32     | 2023-09-15 00:06:57 | 2023-09-15 00:06:57 |
|            240e:97d:2008:402::42            |     443  |    240e:3b2:3880:de30:ce3c:3024:c956:ab9    |   58406  |   TCP   |  HTTPS  |         1  |     32     | 2023-09-15 00:06:57 | 2023-09-15 00:06:57 |
|       192.168.1.2       |   47761  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     44     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|       192.168.1.2       |   39925  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     44     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|       192.168.1.2       |   51982  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     44     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|       192.168.1.2       |   42347  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     44     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|        223.5.5.5        |      53  |       192.168.1.2       |   42347  |   UDP   |   DNS   |         1  |     95     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|        223.5.5.5        |      53  |       192.168.1.2       |   39925  |   UDP   |   DNS   |         1  |     83     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|       192.168.1.2       |   46538  |     95.216.195.133      |      80  |   TCP   |  HTTP   |         5  |    256     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   47761  |   UDP   |   DNS   |         1  |     83     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   51982  |   UDP   |   DNS   |         1  |     95     | 2023-09-15 00:07:05 | 2023-09-15 00:07:05 |                                        
|     95.216.195.133      |      80  |       192.168.1.2       |   46538  |   TCP   |  HTTP   |         6  |    404     | 2023-09-15 00:07:05 | 2023-09-15 00:07:06 |                                        
|       192.168.1.2       |   57584  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|       192.168.1.2       |   43050  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|        223.5.5.5        |      53  |       192.168.1.2       |   43050  |   UDP   |   DNS   |         1  |     98     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|       192.168.1.2       |   47584  |      112.26.46.65       |   56604  |   TCP   |  Other  |         8  |    1.4 K   | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   57584  |   UDP   |   DNS   |         1  |    112     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|      112.26.46.65       |   56604  |       192.168.1.2       |   47584  |   TCP   |  Other  |         8  |    1.2 K   | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|       192.168.1.2       |   46415  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|       192.168.1.2       |   38245  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     37     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|        223.5.5.5        |      53  |       192.168.1.2       |   38245  |   UDP   |   DNS   |         1  |     98     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|       192.168.1.2       |   47600  |      112.26.46.65       |   56604  |   TCP   |  Other  |         9  |    2.1 K   | 2023-09-15 00:07:18 | 2023-09-15 00:07:19 |                                        
|     114.114.114.114     |      53  |       192.168.1.2       |   46415  |   UDP   |   DNS   |         1  |    112     | 2023-09-15 00:07:18 | 2023-09-15 00:07:18 |                                        
|      112.26.46.65       |   56604  |       192.168.1.2       |   47600  |   TCP   |  Other  |         9  |    1.6 K   | 2023-09-15 00:07:18 | 2023-09-15 00:07:19 |                                        
|       192.168.1.2       |   56412  |     114.114.114.114     |      53  |   UDP   |   DNS   |         1  |     44     | 2023-09-15 00:07:28 | 2023-09-15 00:07:28 |                                        
|       192.168.1.2       |   46478  |        223.5.5.5        |      53  |   UDP   |   DNS   |         1  |     44     | 2023-09-15 00:07:28 | 2023-09-15 00:07:28 |                                        
